tweet,date,query,replies,reposts,likes,bookmarks,views
"do you think the following might also lead to gun violence by teaching our children violence: computer war games toy guns  cap and squirt guns, super soakers gun fights/usage in movies & tv shows illegal drugs",2022-05-21 06:28:56,gun violence,0,0,0,0,0
the liberals want to ban the gun violence that makes it great sadly,2022-05-21 06:28:01,gun violence,0,0,1,0,0
"good reading list in this :thread:. the laguna woods church shooting brings up a complicated web of taiwanese history & political identity, on *top* of the topic of gun violence prevention. im a proud taiwanese american and stand with the ta community grappling with grief and fear.",2022-05-21 06:27:48,gun violence,0,3,6,1,0
"all bloodthirsty deer meat gun owners use venison as the expiatorio victimus, to justify their salivating desire for gun violence.",2022-05-21 06:27:03,gun violence,0,1,0,0,0
well chicago has the strictest gun laws. maybe we should all look at the facts of where most gun violence takes place. this would be a good place to start. facts not fiction.,2022-05-21 06:26:19,gun violence,0,0,1,0,0
"mandatory federal firearms license to purchase & own firearms introduced!!! via @youtube so one license per fire arm, and pretty much gun registration. how is this going to stop gun violence in places like chicago shootings happen all the time there.",2022-05-21 06:24:27,gun violence,0,0,0,0,0
"well done, vajk. gun violence is an american epidemic and we need people like you to speak truth to power. #gunreformnow",2022-05-21 06:22:05,gun violence,0,1,1,0,0
gun violence does not exist. guns do not kill people. people kill people because the system is corrupt.,2022-05-21 06:21:31,gun violence,0,0,0,0,0
i am a gun violence survivor with ptsd youre never alone :red_heart:,2022-05-21 06:20:55,gun violence,0,0,1,0,0
"and republicans hardly mention income inequality, low wages, lack of worker benefits, overpriced healthcare and americas gun violence epidemic, so id say durham just isnt that important of an issue. #factsmatter",2022-05-21 06:19:07,gun violence,0,0,0,0,0
and gun violence thankfully,2022-05-21 06:18:06,gun violence,1,0,1,0,0
"its not a gun violence problem, you communist, fucking hacks. it is a gang/drugs/liberal agenda problem. period. end of story. seattle, portland, san francisco, chicago, baltimore, st. louis, new york.... what do they all have in commen??? :clown_face::clown_face::clown_face::clown_face: fake ass biased news. shame.",2022-05-21 06:17:50,gun violence,1,0,0,0,0
"places with the strictest gun control have the most gun violence. liberals blame the others places with less laws even though they have less violence :face_with_rolling_eyes: :thinking_face: #libtardlogic 9 shot, 2 fatally, in outrageous act of violence outside a mcdonalds #smartnews",2022-05-21 06:16:51,gun violence,0,0,0,0,0
adams focuses on kids paying the price of gun violence,2022-05-21 06:15:17,gun violence,0,0,0,0,0
minnesota also leads in murders and gun violence and leads in a percentage of people moving out of the state.,2022-05-21 06:14:35,gun violence,0,0,1,0,0
it is almost like conservatives promises to continue to egg on gun violence makes the liberals more righteous in their antigun legislation.,2022-05-21 06:13:56,gun violence,1,0,0,0,0
it is a moral imperative to reduce human suffering and mass shootings + gun violence lux family co @evolvtechnology,2022-05-21 06:13:35,gun violence,2,3,24,2,0
"a group of jacksonvillearea activists took to the streets of downtown friday, rallying against gun violence.",2022-05-21 06:10:54,gun violence,8,1,9,0,0
i hope they realize gun laws dont decease gun violence. bad guys will still find a way to get what they need to do bad things.,2022-05-21 06:10:01,gun violence,0,0,1,0,0
i will #wearorange in memory of my brother who was shot and killed 6 years ago at age 23 his life the world was stolen taken away from him because of gun violence :orange_heart: #endgunviolence,2022-05-21 06:09:31,gun violence,1,1,2,0,0
"the claim on woke culture is bogus, divisive and clearly a manufactured issue. there are real issues we should be addressing: climate change, crime, gun violence, womens right to reproductive health, income inequality and urban blight, to name some. rant is easier than work.",2022-05-21 06:08:34,gun violence,0,0,0,0,0
"guns are basically banned in california, where this happened. gun violence is far worse in places where the government attempts to ban them because criminals dont care about bans. and we dont ban them because they are a constitutional tool to keep the government in line.",2022-05-21 06:04:50,gun violence,0,0,0,0,0
"sure while were at it.gun violence its still an issue in america. violence against transpeople is trending up. racism still hasnt been solved. human, drugs, trafficking are stil rampant.tourism is destrying hawaiis ecosystem. we wanna solve all that too or are we prioritizing ?",2022-05-21 06:04:11,gun violence,2,0,0,0,0
"chicago is infamous like detroit is. chicago was the birth place for the mob if im not mistaken. the city also banned guns which caused more gun violence, if theyd allowed constitutional carry maybe gun crime would go down. also hire more police and have them in the inner city.",2022-05-21 06:01:07,gun violence,0,0,61,0,0
somethings breaking at the seams: gun violence researcher explains factors behind rash of shootings the number of deadly #guns flooding our country is breaking at the seams.,2022-05-21 06:00:34,gun violence,0,0,0,0,0
not only that but longer than gop distraction and disruption of justice. this is how america is so morally bankrupt at this point. we are the only country that stay on the news about gun violence. as long as the nra have political people on the pocket it wont change.,2022-05-21 05:58:09,gun violence,0,0,0,0,0
we have to deal with gun violence and climate change because every year that goes by it gets harder to reverse & more things die,2022-05-21 05:56:14,gun violence,2,9,18,0,0
republicans plans high gas  no solution inflation  no solution baby formula shortage  no solution healthcare  no plan gun violence  no solution student debt  no solution immigration  walls & cages drug crisis  more prisons why would anyone vote republican?,2022-05-21 05:55:34,gun violence,5,23,55,0,0
when it comes to mass shootings using a broader definition the vast majority of mass shooters are black:,2022-05-21 05:54:17,gun violence,1,1,5,3,0
republicans say laws wont stop gun violence but republicans say laws will stop abortions wtf republicans say laws we like work and laws we dont like dont work wtf,2022-05-21 05:52:11,gun violence,0,0,0,0,0
"gun violence in america. homicide rate in 1959: 4.9. homicide rate in 2019: 5.0. how did america cut dui deaths by 2/3rds? another war on alcohol? learn how to change behavior, not just another war on a noun.",2022-05-21 05:52:01,gun violence,0,0,1,0,0
more gun violence in americapolice in texas issue arrest warrant for woman in connection with killing of vermont cyclist by @bostonglobe,2022-05-21 05:51:39,gun violence,0,0,0,0,0
yes there are many politicians advocating for the fundamental right to own guns with almost no restrictions in spite of the gun violence that is astronomical. has he advocated for gun laws?,2022-05-21 05:48:08,gun violence,0,0,0,0,0
"i get it. but this is what were wasting our time on?? my god people are dying on the streets from gun violence, we have a huge homeless crisis, people demand more from our government!",2022-05-21 05:47:06,gun violence,0,0,0,0,0
":eightpointed_star: national gun violence awareness day is friday, june 3, 2022. show your support by wearing orange and sharing your pic on social media with the hashtag #wearorange! then, on june 45, attend a wear orange event in your area find one by texting orange to 64433! @momsdemand",2022-05-21 05:44:06,gun violence,0,23,56,0,0
will w.h.o. declare a gun violence health emergency ? they can #kiss #myass ! #2a,2022-05-21 05:40:56,gun violence,0,0,0,0,0
"do you know what it means? there is one thing you can learn from that: that such things happen. not how frequently, not how much of total gun violence it accounts for, not how mamy times it happens in a year. its completely useless",2022-05-21 05:38:33,gun violence,1,0,0,0,0
gun violence? it was an anti black hate crime.,2022-05-21 05:38:10,gun violence,0,0,0,0,0
seems #racine solution to gun violence is serving warrants unannounced and shooting people who panic because they dont know why a) the police are there and b) theyve already got guns drawn.,2022-05-21 05:35:20,gun violence,1,0,1,0,0
saddened to see another student taken too early due to gun violence. varina is sending lots of love to @hhs_prncpl and the whole henrico community. #eastendstrong :green_heart::yellow_heart::blue_heart::black_heart:,2022-05-21 05:34:51,gun violence,0,0,3,0,0
"we are counting down to national gun violence awareness day on friday, june 3rd. people across the country will wear orange and use their voices to lift up survivors and the memory of all those taken by gun violence. learn more at :orange_heart: #wearorange",2022-05-21 05:33:50,gun violence,0,12,19,0,0
from grief to action: a wichita woman tries to help others affected by gun violence,2022-05-21 05:30:42,gun violence,0,0,0,0,0
"thursday evening, a shooting occurred outside of a graduation ceremony, in the parking lot at east kentwood high school in gaines township. two people got hurt.",2022-05-21 05:30:11,gun violence,0,4,0,1,0
gun violence continues to ramp up across the nation.,2022-05-21 05:30:10,gun violence,0,0,0,0,0
"literally take the rest of the world. less guns, less gun violence victims. rocket science, huh?",2022-05-21 05:28:58,gun violence,2,0,1,0,0
how is it we have all this gun violence the police aint responding to calls and yall out here just kicking it and relaxing while your constituents sit at home crazy crazy,2022-05-21 05:28:17,gun violence,1,0,0,0,0
canada is a good example of a country that knows what the truth is about gun violence.,2022-05-21 05:27:56,gun violence,0,0,0,0,0
fyi this upcoming weeks treaty. you do know that it says they gain control under health crisis and here we are the current regime says gun violence is a health crisis certain views have also been mentioned as dangerous mental health crisis. can you see where this is headed.,2022-05-21 05:26:10,gun violence,1,2,3,0,0
to support my fellow americans struggling with the grief of gun violence.,2022-05-21 05:22:08,gun violence,0,0,0,0,0
"in the wake of two fatal shootings of young new yorkers in the bronx, mayor adams is honing in on the senseless loss of childrens lives as part of his campaign against gun violence.",2022-05-21 05:20:00,gun violence,6,1,5,0,0
now do infant mortality and poverty and gun violence.,2022-05-21 05:18:19,gun violence,0,0,0,0,0
"and you knew for months that covid wasnt a hoax. a million americans died. yet you continued for 2 years in sowing distrust and confusion over vaccine s and masking. lets talk about gun violence, marco. how many times has your vote been no on reform?",2022-05-21 05:17:32,gun violence,0,0,0,0,0
gun violence is sky high too and republicans think you can magically fix it by doing nothing.,2022-05-21 05:16:54,gun violence,0,0,0,0,0
because of gun violence laquan mcdonald lost his life at only 17 by chicago police officer jason van dyke,2022-05-21 05:13:29,gun violence,0,0,0,0,0
when are liberals going to sit down and have a discussion about what effect their policies have had on black on black gun violence? #buffalo,2022-05-21 05:11:07,gun violence,2,1,11,0,0
because curfews curb gang banger gun violence :man_shrugging: everyone knows that :man_facepalming:,2022-05-21 05:08:54,gun violence,1,0,15,0,0
"the country is suffering from a pandemic of gun violence! look at the statistics, they dont lie. #voteblueforgunregulation next time you go to a house of worship, a grocery store, drop your kids at school, anywhere, think about it. :united_states::broken_heart:",2022-05-21 05:08:03,gun violence,0,2,6,0,0
"gov. cooper is requesting more than $38 million in next years budget to support violence education programs, gun locks, school safety grants, and community grants.",2022-05-21 05:02:00,gun violence,2,0,1,0,0
the american economy was destroyed by covid profligacy. we suffered devastating losses that will last a,2022-05-21 05:00:51,gun violence,0,0,0,0,0
in honor of my aunt & grandmother & every other person that has died from gun violence or has been affected.,2022-05-21 04:59:30,gun violence,0,1,2,0,0
"seems gop is extorting the american people for increasingly voting democrat, given that gop voted against helping americans find baby formula, against stopping the price gouging of the american people by big oil, & against addressing (daily) farright domestic terror gun violence",2022-05-21 04:58:11,gun violence,0,0,0,0,0
how many of our citizens are comfortable with this? it seems we have become comfortable with blatant racism. were already comfortable with blatant gun violence and blatant lying on the part of politicians and judges.,2022-05-21 04:54:06,gun violence,12,12,21,0,0
its so sad how poor leadership there is! we need a mayor who will take charge and make actual change that will protect chicago and stomp out gun violence and other crimes,2022-05-21 04:52:49,gun violence,0,0,1,0,0
"have to love prolife republicans. as long as you are killed by a gun violence, its okay.",2022-05-21 04:52:27,gun violence,1,1,2,0,0
.@lorilightfoot announces an insane curfew with an even more insane loophole for anyone under the age of 18 to curb gun violence,2022-05-21 04:52:07,gun violence,0,0,0,0,0
@pontifex archbishop salvatore j. cordileone @archcordileone was quiet during all the children that have been rape & have been kill by gun violence. hate violence. the way woman are treated. president @joebiden #taxthechurch,2022-05-21 04:52:04,gun violence,0,1,0,0,0
love homes w/handguns. problem: cdcs been blocked fr sponsoring studies of gun violence as health issue since mid1990s. lincoln: let the people know the facts & the country will be safe. if elected ill propose that indiana sponsor peer reviewed studies if the cdc cant.. 3/4,2022-05-21 04:51:55,gun violence,1,0,2,0,0
this is why women live longer. first time i went to a place i only heard about on news for gun violence was for a woman. sigh,2022-05-21 04:51:35,gun violence,0,1,1,0,0
gun violence is way to common.,2022-05-21 04:51:04,gun violence,0,0,4,0,0
"i used to think so. but w/all of the gun violence;racism;education/book banning; stupid people in govt (stupid people in general); hate; #cult45 members; anti woman, anti #lgbtq; antiamerican (voting rights, constitution, melting pot). rs have turned usa into a 3rd world country.",2022-05-21 04:50:12,gun violence,0,0,0,0,0
"some of you are repugnant excuses for human beings. all of you talking trash against sneed, a victim of gun violence, just to talk trash instead of being a decent human being show that you are not worth the space you take up. your parents should have taught you better",2022-05-21 04:49:47,gun violence,0,0,0,0,0
"@jimmykimmel #wearorange to further demonstrate your support for ending gun violence, please have @wicklinebob perform his antigunviolence song enough! (gun violence) on your show prior to june 3, national gun violence awareness day. thanks.",2022-05-21 04:48:13,gun violence,0,0,0,0,0
id wonder if any of the victims of recent gun violence would have wanted to have a way to protect themselves. thats why i carry everywhere and women absolutely should have that right to carry if they want to. a restraining order is just a piece of paper after all,2022-05-21 04:48:10,gun violence,0,0,1,0,0
"we start right here. we address every issue as they come. we act and we do not stop until we have healed this nation of gun violence, poor leadership and bad policies.",2022-05-21 04:48:07,gun violence,1,2,3,0,0
im also sick of all the gun violence in the hood,2022-05-21 04:47:34,gun violence,1,0,1,0,0
"all the laws on all the books isnt going to stop criminals from doing illegal things. doubt me? ask the victims of gun violence in chicago which has some of the strictest gun laws on the books. oh, wait. theyre dead.",2022-05-21 04:46:46,gun violence,0,0,0,0,0
plus i also meant to write homicide by firearm rather than the more general gun violence.,2022-05-21 04:46:40,gun violence,0,0,2,0,0
"och eftersom svenskar inte tror p detta, kllor; (1300 fall per r.) (45 fall per r.) sedan utslaget p befolkningsmngd och avrundat till hela tusental.",2022-05-21 04:46:09,gun violence,1,0,1,0,0
all over the world. countries with gun laws are much safer then here in the us. statistic dont lie. however gun nut do lie about everything involving gun violence,2022-05-21 04:45:47,gun violence,0,0,0,0,0
"but you see, the liberals would consider making harsher mandatory sentences racistsince the great majority of the gun violence/homicides are committed in the black communities!",2022-05-21 04:41:08,gun violence,0,0,0,0,0
"we wont do this, but right here is the single biggest reason for all the uniquely american gun violence.",2022-05-21 04:40:21,gun violence,0,0,0,0,0
the grassroot groups mission is to end the epidemic of gun violence in east tampa.,2022-05-21 04:38:12,gun violence,0,0,0,0,0
"katherine massey, pearl young, ruth whitfield. in laguna beach, california, 1 person was killed, while 4 were critically wounded inside of geneva presbyterian church at the hands of gun violence. at hair world salon in dallas, texas, 3 were shot in an act of antiasian violence.",2022-05-21 04:37:11,gun violence,1,0,0,0,0
"because all americans deserve to live free from the constant threat of gun violence  at school, in the store, at the park, at home, in church... enough is enough. #wearorange #endgunviolence",2022-05-21 04:35:44,gun violence,1,0,1,0,0
8 out of 10 states with the highest per capita rate of gun violence are also red states. (source: fbi and doj),2022-05-21 04:34:08,gun violence,3,0,21,0,0
"with the alleged raciallymotivated attack in new york saturday and a reported politicallymotivated killing in laguna woods on sunday, six santa clarita organizations are honoring the lives lost by the hands of civil unrest and gun violence this weekend.",2022-05-21 04:31:52,gun violence,0,0,0,0,0
"on june 17, the rev. michael pfleger will lead another antiviolence march and rally for peace from the steps of st. sabina. everyone responsible for this mess must be part of the solution, all the way from the home to the houses of government.",2022-05-21 04:31:01,gun violence,5,4,7,0,0
how many people died from gun violence in nyc in 2021 moron,2022-05-21 04:31:00,gun violence,0,0,0,0,0
i will #wearorange because we deserve to live free from gun violence. #endgunviolence,2022-05-21 04:30:10,gun violence,0,0,0,0,0
"it is time to talk about the role of #guns in america. our new free guide will give you structures, purposes, and prompts for five distinct conversationsincluding a dialogue for support and healing after traumatic gun violence.",2022-05-21 04:30:02,gun violence,0,1,0,0,0
"a new analysis examining nearly 3,000 shootings that occurred on or near us interstates from 2018  2022, found that interstate highway shootings across the country spiked alongside the overall surge in gun violence over the course of the covid19 pandemic",2022-05-21 04:30:01,gun violence,0,0,0,0,0
"amid the recent wave of mass shootings in the u.s., dr. michael anestis, executive director of @njgvrc, joined #njspotlightnews to share what the research center is doing to help combat gun violence in new jersey.",2022-05-21 04:30:00,gun violence,0,4,4,0,0
friday gun violence report. still in a pandemic & an epidemic. #fridaygunviolencereport #normangoldmanfans #gunviolencearchive #repealandreplacerepublicans #nrabloodmoney,2022-05-21 04:29:22,gun violence,0,1,2,0,0
"this is why they declare everything public health issue or crisis. climate change, white supremacy, gun violence.... everything is now public health so they can try and limit our freedoms and movement.",2022-05-21 04:28:16,gun violence,0,0,1,0,0
thank you for your commitment to gun violence prevention! :raising_hands_light_skin_tone:,2022-05-21 04:28:14,gun violence,0,0,3,0,0
gun violence isnt their greatest worry.,2022-05-21 04:27:45,gun violence,0,0,0,0,0
"american concerns: inflation, crime & gun violence high on the list. makes sense.",2022-05-21 04:27:20,gun violence,1,1,2,0,0
lori lightfoot announces an insane curfew with an even more insane loophole for anyone under the age of 18 to curb gunviolence,2022-05-21 04:26:43,gun violence,0,0,0,0,0
"@jaketapper @cnn will never allow @potus to have high approval ratings. everything with them is a crisis which during trump years were not crisis such as racism, gun violence,economy,stock market,north korea,putin,ukraine,scotus,pandemic,poll numbers,not even the insurrection.",2022-05-21 04:25:46,gun violence,0,0,0,0,0
"last saturday, our education and engagement director, tremayne, joined the amazing @grandmothersagv in downtown seattle to raise awareness about gun violence and demand action. we are so grateful for their partnership.",2022-05-21 04:23:11,gun violence,0,1,1,0,0
"today my lifelong republican mother voted for @collierfortexas. we talked about fixing the damn grid, abortion and reproductive rights, common sense gun violence prevention, and help for skyrocketing property taxes. talk to your folks about mike collier.",2022-05-21 04:21:34,gun violence,1,0,6,0,0
i think it is an undercount & i truly believe the biggest mistake this country made was letting the brady law expire. now teenagers are permitted here in texas to own semiautomatic. our republican lawmakers passed no license constitutional carry. gun violence exponential. :crying_face:,2022-05-21 04:20:21,gun violence,0,0,0,0,0
"its not gun violence, its people commiting violence. youre not allowed to describe the people though",2022-05-21 04:19:37,gun violence,0,0,4,0,0
solid logic. dont forget about gun violence in chicago.,2022-05-21 04:19:29,gun violence,0,0,0,0,0
it would be great if he came out against gun violence and talked about sensible gun control laws. that would be making a statement!,2022-05-21 04:19:24,gun violence,1,0,0,0,0
that makes sense. i do not want to see anyone lose their right to own guns. what you suggested is prefect. there will aways be gun violence. i would love to see us work to lower the number of people killed per year.,2022-05-21 04:18:12,gun violence,0,0,0,0,0
but most of gun crimes come from illegal guns. not the regulated guns. chicago already has strict gun laws. we therefore need police presence to fight gun violence.,2022-05-21 04:16:19,gun violence,0,0,0,0,0
"we are bringing gun owners directly into the conversation about gun safety  creating spaces where both gun owners and nongun owners can have an honest, civil discussion about ways to reduce gun violence, while respecting the 2nd amendment.",2022-05-21 04:15:01,gun violence,2,1,4,0,0
"the findings reflect a widespread sense of exasperation in a country facing a cascade of challenges ranging from inflation, gun violence, and a sudden shortage of baby formula to a persistent pandemic.",2022-05-21 04:12:27,gun violence,0,0,0,0,0
"be vigilent central texas! this is same person who threatened dear friends of ours last fall for publicly condemning the antisemitic, pronazi leafleting in certain austin neighborhoods last fall. @txdps has a reward for him threatening gun violence at texas capitol this weekend",2022-05-21 04:11:21,gun violence,0,13,14,0,0
gun violence and rampant white privilege tied deeply into systemic inequalities,2022-05-21 04:10:39,gun violence,0,0,1,0,0
"the conservatives that want to dictate what women do dont want to do anything about gun violence, systemic racism, etc.",2022-05-21 04:09:11,gun violence,1,0,0,0,0
lapd chief disagrees. and so does every other expert.,2022-05-21 04:08:48,gun violence,0,0,0,0,0
should we compare the number of people killed by abortion versus the number of those killed by gun violence?,2022-05-21 04:06:09,gun violence,0,0,4,0,0
:pushpin:growing up with gun violence. the third episode of al dias what our city needs gun violence series went to phillys youth for answers. they are the voices of young people. find the full serie on our youtube channel. #gunviolence #philly click here,2022-05-21 04:05:01,gun violence,0,0,0,0,0
"the united states is picking up the pieces from a weekend of gun violence that has refocused the countrys leadership on the toxic interplay of political ideology and easy access to guns, british newspaper the guardian said on monday.",2022-05-21 04:04:13,gun violence,0,0,0,0,0
and house republicans just voted against domestic terrorism prevention. republicans wont do anything to help prevent gun violence. thats why people need to #voteblue so democrats can have an expanded senate majority to pass these laws without gop obstruction.,2022-05-21 04:04:05,gun violence,1,0,0,0,0
"readers write: school enrollment, abortion, gun violence, baby formula | #predators | #childpredators |#kids",2022-05-21 04:01:53,gun violence,0,0,1,0,0
"prairie peace storytelling project helps people heal from gun violence through nature the project allowed the young people to get an up close and personal look at why climate change and land use matter, @storystitchers sophie hurwitz #stlamerican",2022-05-21 04:00:15,gun violence,0,1,2,0,0
gun violence is definitely worse than all the other types of violence!,2022-05-21 03:59:50,gun violence,0,0,1,0,0
"the article is woefully lacking in breaking down the data to get anything out of it. but if it were viewed the same as gun violence, the answer would be oversimplified to we need to get cars off the streets!",2022-05-21 03:59:15,gun violence,0,0,0,0,0
it is the vigilantism that is going to make this already horrendous situation worse. bounties? that is going to see its way to more gun violence. will the suspected be hunted down with ars to collect 10 grand in order to claim piety over the sinners. wtaf?,2022-05-21 03:57:48,gun violence,0,2,4,0,0
legislation doesnt make it go away. maybe now you can understand how more laws restricting law abiding citizens firearms ownership doesnt put a scratch on inner city violence  which is the overwhelming majority of gun violence.,2022-05-21 03:54:08,gun violence,0,0,0,0,0
"but thats not whats happening here. rs are moving far right. banning abortions, banning books, stoking gun violence and insurrection",2022-05-21 03:52:45,gun violence,0,0,0,0,0
"#icymi #investing #research: could these #weaponsdetection companies stop #gunviolence in america? #investor, read this now: #microcaps #microcapstocks @patriot1tech $pat $ptotf @libdefense $scan $ldff $plrtf $prt $evlv $vsbgf $vsby $scan $ldff",2022-05-21 03:51:11,gun violence,0,1,2,0,0
o...,2022-05-21 03:50:57,gun violence,0,0,1,0,0
"and not just the gun violence or the racism, but the acceptance that someone may decide a bunch of folks deserve to die because they think aapi folks are driving up housing prices or something.",2022-05-21 03:50:53,gun violence,0,0,0,0,0
help to stop gun violence by making my song stop the killing put down your guns the anthem for our country,2022-05-21 03:50:48,gun violence,0,0,1,0,0
o por ejemplo:,2022-05-21 03:50:41,gun violence,0,0,0,0,0
"the incident occurred right in front of a brand new whole foods in a new luxury highrise development. a friend of mine who lives a block south of there heard the gunfire. gun violence is now so common in the downtown area that we do not go out after dark, ever.",2022-05-21 03:50:31,gun violence,1,0,1,0,0
got anything to say about this?,2022-05-21 03:50:26,gun violence,0,0,0,0,0
@gma help to stop gun violence by making my song stop the killing put down your guns the anthem for our country,2022-05-21 03:49:59,gun violence,0,0,0,0,0
@fox5atlanta help to stop gun violence in atlanta by making my song stop the killing put down your guns the anthem for atlanta,2022-05-21 03:49:04,gun violence,0,0,1,0,0
"gangs may account for the vast majority of gun violence, but they dont really care about that. it lets them point to big numbers, but its not why theyre in this business. theyre in it because of mass murders.",2022-05-21 03:48:43,gun violence,1,0,2,0,0
"giffordscourage: stacey abrams is fighting for one georgiaa state where every community is safe from gun violence. for too long, brian kemp has chosen the gun lobbys money over georgians safety. but georgians have had enough. @staceyabrams is the lea",2022-05-21 03:48:09,gun violence,0,1,4,0,0
pres. joe biden said it will be very difficult for congress to pass new gun control laws and that there is very little executive action he can do at this time to address gun violence in america. republicans dont care if you die from gun violence! #ourbluevoice #demvoice1,2022-05-21 03:47:11,gun violence,14,59,76,0,0
is this how were destined to live? i do not accept that this is our fate. everyone has a role to prevent gun violence and we must.,2022-05-21 03:46:41,gun violence,0,0,0,0,0
get back to us when you attack the epidemic of gun violence that is slaughtering children (and adults) all over america.,2022-05-21 03:44:57,gun violence,1,0,0,0,0
no its absolute bs but im telling you its much more of a mental health issue than it is a gun issue. take a look at my profile im a victim of gun violence from a crazy person!,2022-05-21 03:43:38,gun violence,0,0,1,0,0
with minor gun control measures it would never do much to change our current gun violence issues. its silly when people examine a situation and say if this or that was in place this mass shooting would not have happened. as if that person would not easily find another way lol,2022-05-21 03:42:20,gun violence,0,0,0,0,0
if you could make money in the stock market on it you would end gun violence tomorrow! #voteprogresive,2022-05-21 03:41:34,gun violence,0,0,0,0,0
"so we get this plus gun violence. i get it, all for gun rights. its absolutely embarrassing having to live with this in everyday life. its embarrassing that children have to do school shooter drills. this is not ok.",2022-05-21 03:41:22,gun violence,1,0,1,0,0
to work towards a country free from the scourge of gun violence #wearorange #endgunviolence,2022-05-21 03:39:41,gun violence,0,0,2,0,0
i pray that you are equally forceful on advocating/pushing for laws against gun violence which causes the loss of human lives on a more massive scale.,2022-05-21 03:39:11,gun violence,0,0,0,0,0
"well if we follow the same logic as gun violence, we should ban cars. that will solve the problem.",2022-05-21 03:38:05,gun violence,0,0,0,0,0
@njspotlightnews interviews @psychbrownbag on the the gvrc research day and how the #njgvrc is about datadriven research that aims to provide solutions to combat gun violence. take a look here:backhand_index_pointing_right:,2022-05-21 03:37:25,gun violence,0,1,1,0,0
republicans can never have enough gun violence. :drop_of_blood::skull::drop_of_blood:,2022-05-21 03:37:16,gun violence,1,0,1,0,0
"obviously , if someone was constantly harassed is one thing but do we really want the police to be chasing one off wolf whistlers when there are people dying on the streets of london and other major cities owing to increased knife crime and gun violence.",2022-05-21 03:35:36,gun violence,0,0,7,0,0
"fact is, the left doesnt give a shit about gun violence unless its useful as a bludgeon against their political opponents.",2022-05-21 03:34:24,gun violence,0,0,5,0,0
have you seen the amount of gun violence in your city? i thought democrats were literally shaking over this issue yet hundreds are massacred in your city every year. what is your problem?,2022-05-21 03:32:48,gun violence,0,0,0,0,0
white supremacy on display.,2022-05-21 03:32:46,gun violence,0,0,0,0,0
so @gop can kill us all with gun violence and no healthcare...for starters,2022-05-21 03:32:37,gun violence,0,0,0,0,0
 gun violence. shit is out of control. he cant stop crying even if he doesnt fully understand that we saw someone get murdered.,2022-05-21 03:32:26,gun violence,0,0,1,0,0
"// trigger warning: gun violence. just saw a man get shot less than a hundred feet from my son and i. ive never felt so sick in my life or been so scared for him. im pretty cut up from running, not sure what i ran into but i picked him up, shielded him and took off. fuck",2022-05-21 03:32:25,gun violence,1,0,1,0,0
just dumb! gun violence is not traumatizing the black american community. #racism is!!! focus #lifecamp!!! this is about black america being stuck at the bottom of americas economic ladder!,2022-05-21 03:30:47,gun violence,4,2,19,0,0
"a consistent ethic of life requires that we care about everything that harms and threatens peoples lives and dignity, from poverty and a lack of health care to climate change and gun violence, and more.",2022-05-21 03:30:00,gun violence,0,4,9,0,0
what countries are you talking about though. because from what ive seen every country has their own issues of violence. and america continues to be the place where most immigrants want to come to despite the gun violence.,2022-05-21 03:27:57,gun violence,1,0,1,0,0
"meanwhile average citizens are plagued by skyrocketing gun violence, shoplifting, and crime. your pro criminal, pro crime policies have increased the cost of living in washington state and made it more dangerous to live here",2022-05-21 03:27:55,gun violence,0,0,3,0,0
"forget about monkeypox, wait until who decides gun violence is a health emergency.",2022-05-21 03:26:21,gun violence,1,4,6,0,0
this is a disgusting cartoon. no place for violence let alone gun violence. not funny #nrleelsmanly #nrl,2022-05-21 03:26:12,gun violence,0,0,0,0,0
greenwald has his take on political finger pointing on mass gun violence.,2022-05-21 03:24:37,gun violence,1,0,0,0,0
"national gun violence awareness day, june 3, is fast approaching! we will wear orange to honor all those who no longer have a voice due to senseless gun violence. leave a comment telling us why you will #wearorange!",2022-05-21 03:23:46,gun violence,21,52,102,1,0
telling someone who is a victim of gun violence and they share with you they cant discuss anything involving something similar is not it. kyle should have immediately stop talking to her and triggering her emotions about dorit. #rhobh,2022-05-21 03:22:05,gun violence,0,0,3,0,0
"research shows that about half of americans see gun violence as a very big problem, and more than half favor stricter gun regulations. its time to prioritize gun control and a safer future for all.",2022-05-21 03:20:00,gun violence,0,0,0,0,0
"meanwhile, in the usa, more than 40,000 died from gun violence in 2021. nobody invaded, but putin still bears some blame given his ownership of the republican party and the nra.",2022-05-21 03:19:30,gun violence,0,0,0,0,0
"stacey abrams is fighting for one georgiaa state where every community is safe from gun violence. for too long, brian kemp has chosen the gun lobbys money over georgians safety. but georgians have had enough. @staceyabrams is the leader they need and deserve.",2022-05-21 03:19:03,gun violence,134,467,1894,0,0
promising results from one of the largest gun violence studies ever attempted  max kapustin in a @ashhar_quraishi report,2022-05-21 03:18:05,gun violence,0,1,3,0,0
"read this story, then go follow @bramemadeline who lost her son to gun violence, and has been fighting for a safer city ever since. :folded_hands:",2022-05-21 03:17:17,gun violence,1,1,6,0,0
"my daughters & i survived a mass shooting on a university campus 31 years ago. in that america, such events were extraordinarily rare. @senatordurbin, dont you dare tell me fifteen election cycles later that we need yet another election to prevent gun violence. #enough",2022-05-21 03:16:26,gun violence,0,1,2,0,0
the suspect accused of a homicide in danville has been arrested after a manhunt lead officers to north carolina.,2022-05-21 03:16:19,gun violence,0,0,1,0,0
